NUL	INT	INT	NUL	INT	INT	INT	INT	INT	STRARR	INT	INT	INT	INTARR	INTARR	INT	INT	INT	NUL	INT	INTARR2	INTARR2	INTARR2	INTARR2	INT	INT	INT	INTARR2	INT	STR	STR	BOOL	INT	INT	STR	INTARR2	INTARR2	MAP	MAP	MAP	MAP
10	3	1	Level10_3(普通)	103	1	1	1	3	main9-10/masterstroke_10_301;main9-10/masterstroke_10_302	53	804	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1045	6	300	[1156,33],[1043,13],[961,5],[1226,1],[970,2],[1151,28],[950,4],[951,2],[949,2]	14970				5	0		[2]	[0]				
10	4	1	Level10_4(普通)	104	1	1	1	3	main9-10/masterstroke_10_401;main9-10/masterstroke_10_402	53	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1046	6	300	[1156,14],[1226,4],[1151,10],[1246,5],[1241,1],[1043,13],[1227,2],[1256,10],[1216,2],[1221,3],[961,1]	14970				5	0		[2]	[0]				
10	5	1	Level10_5(普通)	105	1	1	1	2	main9-10/masterstroke_10_502	54	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1047	6	300	[1262,1],[1252,1],[953,2],[954,2],[950,1],[1241,4],[1261,8],[1246,10],[1251,5],[1256,23]	15150				5	0		[3]	[4]				
10	6	1	Level10_6(普通)	106	1	1	1	3	main9-10/masterstroke_10_601;main9-10/masterstroke_10_602	54	804	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1048	6	300	[1262,2],[953,5],[954,2],[950,1],[1246,7],[1256,15],[1003,9],[1261,5],[1241,5],[1004,1],[1251,2]	15150				5	0		[3]	[4]				
10	7	1	Level10_7(普通)	107	1	2	1	3	main9-10/masterstroke_10_701;main9-10/masterstroke_10_702	55	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1049	6	300	[1002,25],[953,8],[1006,7],[1201,3],[1009,3],[993,2],[1241,4]	15330				5	0		[1]	[2]				
10	8	1	Level10_8(普通)	108	1	2	1	3	main9-10/masterstroke_10_801;main9-10/masterstroke_10_802	55	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1050	6	300	[1002,20],[1006,18],[953,3],[1201,3],[996,1],[1009,3],[1202,1]	15330				5	0		[1]	[2]				
10	9	1	Level10_9(普通)	109	1	2	1	3	main9-10/masterstroke_10_901;main9-10/masterstroke_10_902	56	804	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1051	6	300	[1281,21],[1271,13],[1276,4],[1286,4],[1266,4],[1267,1],[1272,1]	15540				5	0		[4]	[3]				
10	10	1	Level10_10(普通)	110	1	2	1	3	main9-10/masterstroke_10_1001;main9-10/masterstroke_10_1002	56	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1052	6	300	[1281,32],[1282,3],[1043,11],[1266,1],[1271,7],[1276,2],[1221,3],[1286,2],[1226,2]	15540				5	0		[4]	[3]				
10	11	1	Level10_11(普通)	111	1	2	1	3	main9-10/masterstroke_10_1101;main9-10/masterstroke_10_1102	57	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1053	6	300	[1281,19],[1043,5],[1226,3],[1276,3],[1266,2],[1271,5],[1286,3],[1277,2],[1221,3]	15720				5	0		[4]	[3]				
10	12	1	Level10_12(普通)	112	3	2	1	3	main9-10/masterstroke_10_1201;main9-10/masterstroke_10_1202	58	804	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000],[16-1-15-1-1],[16-1-16-1-1],[16-1-17-1-1],[17-1-35-1-1],[16-4-13-1-1]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1054	6	300	[1044,1]	15930	Npc/icon_boss_002.png	Npc/image_boss_02.png		5	0		[3]	[4]				
10	1	2	Level10_1(精英)	101	1	1	1			51	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2043	12	600	[952,36],[1102,2],[1101,5],[1006,3],[1162,14],[1106,4],[1111,1]	17300				5	0		[0]	[1]				
10	2	2	Level10_2(精英)	102	1	1	1			52	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2044	12	600	[952,30],[1117,2],[1007,3],[1162,18],[1121,2],[1101,2],[953,5],[1116,1],[1005,2]	17500				5	0		[0]	[1]				
10	3	2	Level10_3(精英)	103	1	1	1			53	805	300	2	10	1				1	[[7-7-1-4-1],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2045	12	600	[1156,33],[1043,13],[961,5],[1226,1],[970,2],[1151,28],[950,4],[951,2],[949,2]	17700				5	0		[2]	[0]				
10	4	2	Level10_4(精英)	104	1	1	1			53	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2046	12	600	[1156,14],[1226,4],[1151,10],[1246,5],[1241,1],[1043,13],[1227,2],[1256,10],[1216,2],[1221,3],[961,1]	17700				5	0		[2]	[0]				
10	5	2	Level10_5(精英)	105	1	1	1			54	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2047	12	600	[1262,1],[1252,1],[953,2],[954,2],[950,1],[1241,4],[1261,8],[1246,10],[1251,5],[1256,23]	17900				5	0		[3]	[4]				
10	6	2	Level10_6(精英)	106	1	1	1			54	805	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2048	12	600	[1262,2],[953,5],[954,2],[950,1],[1246,7],[1256,15],[1003,9],[1261,5],[1241,5],[1004,1],[1251,2]	17900				5	0		[3]	[4]				
10	7	2	Level10_7(精英)	107	1	2	1			55	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2049	12	600	[1002,25],[953,8],[1006,7],[1201,3],[1009,3],[993,2],[1241,4]	18100				5	0		[1]	[2]				
10	8	2	Level10_8(精英)	108	1	2	1			55	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2050	12	600	[1002,20],[1006,18],[953,3],[1201,3],[996,1],[1009,3],[1202,1]	18100				5	0		[1]	[2]				
